Sentence	True	Predicted
Ismail	B-PERSON	O

Mohamed	I-PERSON	O

musaara	I-PERSON	O

USD	O	O

7500	O	O

@thayyib	O	O

@dyingregime	O	O

@na	O	O

		

One	O	O

more	O	O

from	O	O

ICC	B-ORGANISATION	B-ORGANISATION

....	O	O

Is	O	O

baar	O	O

to	O	O

Mauke	O	O

be	O	O

chauka	O	O

#icc	O	O

#IndvsSA	O	O

http://t.co/shcTigo9HW	O	O

		

Aise	O	O

batein	O	O

choclate	O	O

ka	O	O

daba	O	O

gift	O	O

kar	O	O

k	O	O

samjhae	O	O

jati	O	O

hai	O	O

:p	O	O

https://t.co/Wwp9fZKasG	O	O

		

Who	O	O

is	O	O

Sumit	B-PERSON	O

of	O	O

'	O	O

Sumit	B-PERSON	O

Sambhal	O	O

Lega'	O	O

?	O	O

http://t.co/3LFEYpwDZJ	O	O

0	O	O

bomb	O	O

pak	B-PLACE	O

army	O	O

pe	O	O

fenk	O	O

dena	O	O

""""	O	O

Modi	B-PERSON	O

:	O	O

""""	O	O

bas	O	O

itnisi	O	O

baat	O	O

??	O	O

""""	O	O

http://t.co/x5tq9qWTjd	O	O

		

Just	O	O

posted	O	O

a	O	O

photo	O	O

@	O	O

Hotel	B-PLACE	O

Ramada	I-PLACE	O

Neemrana	I-PLACE	O

https://t.co/FNvufXJd2l	O	O

		

Jiwan	O	O

me	O	O

Pehli	O	O

baar	O	O

apna	O	O

experience	O	O

likha	O	O

hai	O	O

padhiye	O	O

zara	O	O

Ghoomshuda	O	O

ho	O	O

gaye	O	O

hai	O	O

Delhi	B-PLACE	O

To	O	O

Haridwar	B-PLACE	O

and	O	O

...	O	O

https://t.co/3pridznSvP	O	O

		

@di_vvi	O	O

rohit	B-PERSON	O

Sharma	I-PERSON	O

,	O	O

Amitabh	B-PERSON	O

bachchan	I-PERSON	O

are	O	O

leading	O	O

those	O	O

.	O	O

		

Brilliant	O	O

!	O	O

She	O	O

said	O	O

it	O	O

all	O	O

!	O	O

Barkha	B-PERSON	O

Dutt	I-PERSON	O

Speech	O	O

at	O	O

The	O	O

Telegraph	O	O

National	O	O

Debate	O	O

https://t.co/rMUhkssJJn	O	O

		

RT	O	O

@coolfunnytshirt	O	O

:	O	O

JE	O	O

BAAT	O	O

!	O	O

RT	O	O

@htShowbiz	O	O

:	O	O

Mohit	B-PERSON	O

Raina	I-PERSON	O

celebrates	O	O

#Mahashivratri	O	O

on	O	O

sets	O	O

of	O	O

Devon	O	O

Ke	O	O

Dev	O	O

Mahadev	B-PERSON	O

http://t.co/67vQybpHSF	O	O

		

I	O	O

liked	O	O

a	O	O

@YouTube	O	O

video	O	O

https://t.co/87EMCTo1yx	O	O

Main	O	O

Rahoon	O	O

Ya	O	O

Na	O	O

Rahoon	O	O

Full	O	O

Video	O	O

|	O	O

Emraan	B-PERSON	O

Hashmi	I-PERSON	O

,	O	O

Esha	B-PERSON	B-PERSON

Gupta	I-PERSON	I-PERSON

|	O	O

Amaal	B-PERSON	B-PERSON

Mallik	I-PERSON	I-PERSON

,	O	O

		

Tiger	B-PERSON	O

Shroff	I-PERSON	O

&	O	O

Shraddha	B-PERSON	B-PERSON

Kapoor	I-PERSON	I-PERSON

ENTERTAINS	O	O

their	O	O

fans	O	O

in	O	O

theatre	O	O

.	O	O

See	O	O

video	O	O

at	O	O

:	O	O

https://t.co/QQ76JMzllJ	O	O

#tigershroff	O	O

#shraddhakapoor	O	O

		

Damn	O	O

.	O	O

Balika	O	B-PERSON

Vadhu	O	I-PERSON

actress	O	O

Pratyusha	B-PERSON	B-PERSON

Banerjee	I-PERSON	I-PERSON

committed	O	O

suicide	O	O

.	O	O

https://t.co/xNUERAEneQ	O	O

		

Priyanka	B-PERSON	O

Chopra	I-PERSON	O

graces	O	O

the	O	O

Cover	O	O

of	O	O

ELLE	B-ORGANISATION	O

USA	I-ORGANISATION	O

.	O	O

https://t.co/DQ6LWeTUUf	O	O

		

@Gurmeetramrahim	O	O

ohhh	O	O

aaj	O	O

to	O	O

kya	O	O

cnada	B-PLACE	O

sinagapur	B-PLACE	O

aay	O	O

hay	O	O

#MSGmissionHumanity	O	O

		

Delicious	O	O

Crab	O	O

masala	O	O

@Chilika	O	O

dhaba	O	O

...	O	O

#food	O	O

#seafood	O	O

#chilikadhaba	O	O

#winterstart	O	O

#dussera	O	O

#special	O	O

https://t.co/RfOGBOwmIT	O	O

		

RT	O	O

@krsnakhandelwal	O	O

:	O	O

Ambedkar	B-PERSON	O

hibasal	O	O

meiN	O	O

hamaarey	O	O

Bhagwan	O	O

aur	O	O

maseeha	O	O

haiN	O	O

...	O	O

Mayawati	B-PERSON	O

...	O	O

sabke	O	O

nahi	O	O

to	O	O

mere	O	O

to	O	O

haiN	O	O

hi	O	O

,	O	O

unhi	O	O

ke	O	O

naam	O	O

pe	O	O

sa	O	O

		

Dear	O	B-PERSON

Pakistan	B-PLACE	I-PERSON

your	O	O

Shoyeb	B-PERSON	O

Malik	I-PERSON	O

celebrating	O	O

here	O	O

#MahaShivratri	O	O

in	O	O

Zee	B-ORGANISATION	O

news	I-ORGANISATION	O

.	O	O

Pappi	O	O

pet	O	O

ke	O	O

liyee	O	O

.	O	O

...	O	O

		

Phir	O	O

bhi	O	O

dil	O	O

hai	O	O

Hindustani	O	O

...	O	O

AB's	O	O

Commentary	O	O

...	O	O

#wc2015	O	O

#indvspak	O	O

#excited	O	O

#amitabhbachchan	O	O

#commentary	O	O

watching	O	O

Pakistan	B-PLACE	O

vs	O	O

India	B-PLACE	O

		

Aj	O	O

ya	O	O

#windies	O	O

larkia	O	O

leke	O	O

jaegi	O	O

ya	O	O

boys	O	O

..	O	O

:)	O	O

#WT20	O	O

#WIvENG	O	O

#AusWvWIW	O	O

#WT20Final	O	O

		

RT	O	O

@tathagata2	O	O

:	O	O

Attended	O	O

a	O	O

meditation	O	O

session	O	O

with	O	O

Sri	B-PERSON	O

Sri	I-PERSON	O

Ravi	I-PERSON	O

Shankar	I-PERSON	O

ji	O	O

at	O	O

Agartala	B-PLACE	B-PLACE

.	O	O

Afterwards	O	O

had	O	O

him	O	O

to	O	O

dinner	O	O

at	O	O

Raj	B-PLACE	O

Bhavan	I-PLACE	O

.	O	O

Great	O	O

e	O	O

		

And	O	O

MMS	O	O

spoke	O	O

!!	O	O

Narendra	B-PERSON	B-PERSON

Modi	I-PERSON	I-PERSON

government	O	O

trying	O	O

to	O	O

dislodge	O	O

Congress	B-ORGANISATION	O

governments	O	O

:	O	O

Manmohan	B-PERSON	B-PERSON

Singh	I-PERSON	I-PERSON

-	O	O

...	O	O

https://t.co/9gyi4ULjgV	O	O

		

This	O	O

session	O	O

LS	O	O

worked	O	O

123%	O	O

of	O	O

scheduled	O	O

time	O	O

http://t.co/58QViswtmL	O	O

via	O	O

@timesofindia	O	O

		

@Gurmeetramrahim	O	O

#MSGHumanityCamps	O	O

Good	O	O

Night	O	O

pitaji	O	O

.	O	O

Dhan	B-PERSON	O

Dhan	I-PERSON	O

Satguru	I-PERSON	O

Tera	O	O

hi	O	O

Aasra	O	O

https://t.co/bJkSp5CvCr	O	O

		

RT	O	O

@RealHistoryPic	O	O

:	O	O

Sushma	B-PERSON	O

Swaraj	I-PERSON	O

with	O	O

Lalit	B-PERSON	B-PERSON

Modi	I-PERSON	I-PERSON

and	O	O

Vijay	B-PERSON	B-PERSON

Mallya	I-PERSON	I-PERSON

singing	O	O

""""	O	O

Mere	O	B-PERSON

Lalit-Vijay	O	I-PERSON

aayenge	O	O

""""	O	O

.	O	O

(	O	O

1995	O	O

)	O	O

https://t.co/cIONRMjVeY	O	O

		

@boxofficeindia	O	O

dilip	B-PERSON	O

kumar	I-PERSON	O

in	O	O

Naya	O	B-PERSON

Daur	O	I-PERSON

		

RT	O	O

@india_samvad	O	O

:	O	O

Here	O	O

is	O	O

what	O	O

#AmitabhBachchan	O	O

said	O	O

about	O	O

Amar	B-PERSON	B-PERSON

Singh's	I-PERSON	I-PERSON

remarks	O	O

on	O	O

Jaya	B-PERSON	O

Bachchan	I-PERSON	O

!	O	O

https://t.co/tuO7XRKsnS	O	O

		

Aree	O	O

@ArvindKejriwal	O	O

ka	O	O

kaam	O	O

nei	O	O

hai	O	O

,	O	O

Khali	O	O

aarop	O	O

lagata	O	O

hai	O	O

!	O	O

#CAGExposedGadkari	O	O

:P	O	O

		

Kuch	O	O

raste	O	O

badalne	O	O

honge	O	O

,	O	O

kuch	O	O

naye	O	O

raste	O	O

khojne	O	O

honge	O	O

,	O	O

I'm	O	O

convinced	O	O

we	O	O

can	O	O

deliver	O	O

but	O	O

we	O	O

can't	O	O

deliver	O	O

overnight	O	O

:	O	O

Prabhu	B-PERSON	O

#RailBudget2015	O	O

		

Ek	O	O

ek	O	O

din	O	O

ka	O	O

hisab	O	O

mangati	O	O

he	O	O

jindgi	O	O

!	O	O

Puchho	O	O

dil	O	O

se	O	O

@peecee	O	O

se	O	O

.	O	O

@priyankachopra	O	O

https://t.co/pm0cItTJxC	O	O

		

Starsports	B-ORGANISATION	O

hindi	O	O

commentary	O	O

:	O	O

""""	O	O

garam	O	O

khoon	O	O

ke	O	O

virat	B-PERSON	O

kohli	I-PERSON	O

se	O	O

galti	O	O

ho	O	O

gayi	O	O

ab	O	O

unhe	O	O

lamba	O	O

jana	O	O

padega	O	O

""""	O	O

hilarious	O	O

#IndvsPak	O	O

		

@DesiChaai	O	O

@KatteHaiklu	O	O

farzi	O	O

hai	O	O

ye	O	O

bc	O	O

		

RT	O	O

@RoflGandhi_	O	O

:	O	O

Kaunse	O	O

gole	O	O

se	O	O

aaye	O	O

ho	O	O

bhaiyaa	O	O

@imVkohli	O	O

#IndvsAus	O	O

		

RT	O	O

@ShraddhaKapoor	O	O

:	O	O

Cine	O	O

stars	O	O

ki	O	O

khoj	O	O

in	O	O

#Atsu	O	O

&	O	O

#Zara	O	O

!	O	O

#Haider	O	O

#2ndOct	O	O

@tanya1ghavri	O	O

http://t.co/BznIyUfZ9d	O	O

		

new	O	O

released	O	O

""""	O	O

Nautanki	O	O

saala-2	O	O

""""	O	O

Starring	O	O

:	O	O

Arvinnd	B-PERSON	O

Kejriwal	I-PERSON	O

and	O	O

Nautanki	B-ORGANISATION	O

party	I-ORGANISATION	O

		

NaMo-mere	O	O

paas	O	O

sarkar	O	O

hai	O	O

,	O	O

pin	O	O

stripe	O	O

suit	O	O

hai	O	O

,	O	O

india	B-PLACE	O

ke	O	O

development	O	O

ke	O	O

plans	O	O

hai	O	O

.	O	O

Tere	O	O

paas	O	O

kya	O	O

hai	O	O

?	O	O

RaGa	B-PERSON	O

:	O	O

mere	O	O

paas	O	O

holiday	O	O

hai	O	O

#WhereIsRahul	O	O

		

@fateeema__	O	O

to	B-PERSON	O

koi	O	O

kahani	O	O

daalni	O	O

chahiye	O	O

thi	O	O

na	O	O

tmhay	O	O

ghr	O	O

pe	O	O

:p	O	O

humne	O	O

to	O	O

bataya	O	O

tha	O	O

hamara	O	O

plan	O	O

:D	O	O

		

#RahulOnLeave	O	O

nahi	O	O

re	O	O

baba	O	O

..	O	O

the	O	O

hashtag	O	O

is	O	O

#Babatical	O	O

,	O	O

Sabbatical	O	O

of	O	O

Rahul	B-PERSON	O

Baba	I-PERSON	O

#lulz	O	O

		

RT	O	O

@ANI_news	O	O

:	O	O

Suresh	B-PERSON	B-PERSON

Prabhu	I-PERSON	I-PERSON

,	O	O

Railway	O	O

Min	O	O

#RailBudget2015	O	O

:	O	O

Modernize	O	O

infrastructure	O	O

,	O	O

make	O	O

Indian	B-ORGANISATION	O

Railways	I-ORGANISATION	O

financially	O	O

self-sustainable	O	O

		

De	B-PERSON	O

Villiers	I-PERSON	O

...	O	O

U	O	O

hav	O	O

so	O	O

.	O	O

many	O	O

Indian	O	O

fans	O	O

...	O	O

Unke	O	O

liye	O	O

plz	O	O

jaldi	O	O

out	O	O

ho	O	O

jao	O	O

#IndvsSA	O	O

#CWC15	O	O

		

""""	O	O

Trending	O	O

India	B-PLACE	O

:	O	O

05:00	O	O

PM	O	O

IST	O	O

""""	O	O

1	O	O

.	O	O

#RailBudget2015	O	O

2	O	O

.	O	O

#CelebTrains	O	O

3	O	O

.	O	O

#PrabhuKiRail	O	O

4	O	O

.	O	O

#SpiderManQuiz	O	O

5	O	O

.	O	O

#SLvBAN	O	O

6	O	O

.	O	O

Suresh	B-PERSON	O

Prabhu	I-PERSON	O

7	O	O

.	O	O

Stan	B-PERSON	O

Lee	I-PERSON	O

		

From	O	O

sandy	O	O

fields	O	O

,	O	O

they	O	O

stand	O	O

transformed	O	O

into	O	O

a	O	O

picture	O	O

of	O	O

lush	O	O

prosperity	O	O

with	O	O

innovative	O	O

farming	O	O

methods	O	O

#SuperStarMSG	O	O

		

RT	O	O

@mustikhan	O	O

:	O	O

Wished	O	O

there's	O	O

Ghar	O	B-PERSON

Wapsi	O	I-PERSON

in	O	O

Lahore	B-PLACE	B-PLACE

,	O	O

Islamabad	B-PLACE	B-PERSON

.	O	O

The	O	O

whole	O	O

world	O	O

will	O	O

be	O	O

a	O	O

better	O	O

place	O	O

		

JV	O	O

with	O	O

major	O	O

public	O	O

sector	O	O

companies	O	O

for	O	O

meeting	O	O

requirements	O	O

of	O	O

new	O	O

Railway	O	O

lines	O	O

:	O	O

Prabhu	B-PERSON	O

#RailBudget2015	O	O

		

The	O	O

Morning	O	O

Wrap	O	O

:	O	O

Kanhaiya	B-PERSON	O

Calls	O	O

Smriti	B-PERSON	B-PERSON

Irani	I-PERSON	I-PERSON

'	O	O

Anti-Rational	O	O

'	O	O

;	O	O

Twinkle	B-PERSON	O

Khanna	I-PERSON	O

Gets	O	O

Trolled	O	O

https://t.co/nHMATpOwtk	O	O

https://t.co/doYJqW3G2Y	O	O

		

RT	O	O

@MrsGandhi	O	O

:	O	O

Akshay	B-PERSON	O

Tritiya	I-PERSON	O

greetings	O	O

!	O	O

Sharing	O	O

a	O	O

picture	O	O

of	O	O

Lakshmi	B-PERSON	B-PERSON

Mata	O	I-PERSON

from	O	O

Maharashtra's	B-PLACE	B-ORGANISATION

famous	O	O

Mahalakshmi	B-PLACE	O

temple	I-PLACE	O

at	O	O

Kolhapur	B-PLACE	B-PLACE

.	O	O

https	O	O

:/	O	O

		

RT	O	O

@saloniradhainsa	O	O

:	O	O

@Gurmeetramrahim	O	O

#MustWatchMSG	O	O

PAPAJI	O	O

..	O	O

Apji	O	O

ke	O	O

twt	O	O

se	O	O

rahat	O	O

mili	O	O

h	O	O

Ji	O	O

.	O	O

Thank	O	O

U	O	O

4	O	O

Such	O	O

a	O	O

genuine	O	O

..	O	O

real	O	O

..	O	O

n	O	O

full	O	O

of	O	O

luv	O	O

co	O	O

		

RT	O	O

@SriSri	O	O

:	O	O

Our	O	O

volunteers	O	O

have	O	O

taken	O	O

up	O	O

mission	O	O

to	O	O

clean	O	O

&	O	O

rejuvenate	O	O

Nallagandla	B-PLACE	O

Lake	I-PLACE	O

.	O	O

6	O	O

truckloads	O	O

of	O	O

garbage	O	O

were	O	O

removed	O	O

.	O	O

(	O	O

2	O	O

)	O	O

https://t	O	O

.	O	O

		

#LandAcquisitionBill	O	O

Simon	B-ORGANISATION	O

commision	I-ORGANISATION	O

jaisa	O	O

lag	O	O

rha	O	O

ye	O	O

bill	O	O

Sadko	O	O

par	O	O

ana	O	O

hoga	O	O

hume	O	O

agar	O	O

desh	O	O

bachana	O	O

h	O	O

to	O	O

inqlab	O	O

jindabad	O	O

		

Har	O	O

Har	O	O

Mahadev	B-PERSON	O

....	O	O

Mahashivratri	O	O

k	O	O

avsar	O	O

per	O	O

boht	O	O

sari	O	O

sbhi	O	O

ko	O	O

meri	O	O

taraf	O	O

se	O	O

bdhai	O	O

Ho	O	O

.....	O	O

Jay	O	O

BholeNath	B-PERSON	O

		

Ache	O	O

din	O	O

for	O	O

Patels	B-PERSON	O

..	O	O

#KXIPvMI	O	O

		

@DrKumarVishwas	O	O

how	O	O

modi	B-PERSON	O

bacame	O	O

pradhan	O	O

sevak	O	O

must	O	O

watch	O	O

for	O	O

u	O	O

sir	O	O

get	O	O

a	O	O

breathe	O	O

of	O	O

relax	O	O

:	O	O

https://t.co/Ce2mj0T7WP	O	O

		

RT	O	O

@ndtv	O	O

:	O	O

JNU	B-ORGANISATION	O

student	O	O

Kanhaiya	B-PERSON	B-PERSON

Kumar	I-PERSON	I-PERSON

,	O	O

arrested	O	O

on	O	O

sedition	O	O

charges	O	O

,	O	O

granted	O	O

bail	O	O

by	O	O

Delhi	B-PLACE	O

High	B-ORGANISATION	O

Court	I-ORGANISATION	O

.	O	O

https://t.co/Y1NVk2mRuP	O	O

		

RT	O	O

@PoohBear_Goa	O	O

:	O	O

Neighbour	O	O

logo	O	O

ke	O	O

bhi	O	O

pataakhe	O	O

le	O	O

aao	O	O

#MaukaMauka	O	O

#IndvsSA	O	O

		

RT	O	O

@Skgadiwale26	O	O

:	O	O

Wearing	O	B-PERSON

Kirpan	O	I-PERSON

..	O	O

my	O	O

waheguru	O	O

ji	O	O

will	O	O

protect	O	O

me	O	O

from	O	O

evil	O	O

N	O	O

negativity	O	O

...	O	O

https://t.co/ZarYHYJJ3v	O	O

		

RT	O	O

@Paytm	O	O

:	O	O

200	O	O

*	O	O

,	O	O

Gwalior	B-PLACE	B-PERSON

.	O	O

134	O	O

&	O	O

143	O	O

,	O	O

Sharjah	B-PLACE	O

.	O	O

175	O	O

,	O	O

Hyderabad	B-PLACE	O

.	O	O

98	O	O

,	O	O

Centurion	O	O

.	O	O

136	O	O

,	O	O

Chennai	B-PLACE	O

.	O	O

106	O	O

*	O	O

,	O	O

Chennai	B-PLACE	O

.	O	O

241	O	O

*	O	O

,	O	O

Sydney	B-PLACE	B-PERSON

.	O	O

Happy	O	O

Birthday	O	O

@sac	O	O

		

Ye	O	O

kya	O	O

he	O	O

...	O	O

Last	O	O

me	O	O

hi	O	O

Band	O	O

Baj	O	O

jati	O	O

he	O	O

hamesha	O	O

#IndvsSA	O	O

		

@BhimBassi	O	O

@mukteshchander	O	O

google	B-PLACE	O

map	O	O

aachar	O	O

dalne	O	O

k	O	O

liye	O	O

hai	O	O

?	O	O

Lo	O	O

prasad	O	O

lo	O	O

tum	O	O

@DrKumarVishwas	O	O

@ArvindKejriwal	O	O

https://t.co/CeRNXiAVYp	O	O

		

@SarahZaki11	O	O

@_taurus30	O	O

@ayeshazafar441	O	O

Nai	O	O

mne	O	O

to	O	O

bhagwan	O	O

ka	O	O

msg	O	O

dena	O	O

tha	O	O

k	O	O

Aj	O	O

MahaShivratri	O	O

he17	O	O

Somwar	O	B-PERSON

Varat	O	I-PERSON

karne	O	O

se	O	O

acha	O	O

PATI	O	O

milta	O	O

hai	O	O

		

Modi	B-PERSON	O

has	O	O

said	O	O

hud	O	O

..	O	O

hud	O	O

.....	O	O

to	O	O

""""	O	O

Hudhud	O	O

""""	O	O

		

Joy	O	O

of	O	O

Mahashivratri	O	O

...	O	O

Haar	O	O

haar	O	O

Mahadev	B-PERSON	O

..	O	O

		

:	O	O

LAST	O	O

NIGHT	O	O

MAHASHIVRATRI	O	O

RUDRABHISHEK	O	O

.....	O	O

Kartikey	B-PERSON	B-PERSON

Maharaaj	I-PERSON	I-PERSON

..	O	O

http://t.co/xWBhMGBDAM	O	O

		

@aajtak	O	O

@kitAnurag	O	O

haha	O	O

bhai	O	O

without	O	O

any	O	O

offence	O	O

,	O	O

usko	O	O

72	O	O

virgins	O	O

me	O	O

se	O	O

ek	O	O

banna	O	O

tha	O	O

shayad	O	O

:P	O	O

		

RT	O	O

@Sahir_Dhoom	O	O

:	O	O

19	O	O

Years	O	O

of	O	O

Raja	B-PERSON	B-PERSON

Hindustani	I-PERSON	I-PERSON

-	O	O

First	O	O

ATBB	O	O

of	O	O

Aamir	B-PERSON	B-PERSON

Khan's	I-PERSON	I-PERSON

career	O	O

!	O	O

		

Borislav	B-PERSON	O

Sharaliev	I-PERSON	O

:	O	O

In	O	O

2002	O	O

,	O	O

Borislav	B-PERSON	O

Sharaliev	I-PERSON	O

died	O	O

on	O	O

this	O	O

date	O	O

in	O	O

Sofia	B-PLACE	O

,	O	O

Bulgaria	B-PLACE	O

.	O	O

https://t.co/mw9mjfwFQn	O	O

#LattooRepublic	O	O

		

""""	O	O

Trending	O	O

India	B-PLACE	O

:	O	O

01:19	O	O

PM	O	O

IST	O	O

""""	O	O

1	O	O

.	O	O

#RailBudget2015	O	O

2	O	O

.	O	O

#AFGvSCO	O	O

3	O	O

.	O	O

#CelebTrains	O	O

4	O	O

.	O	O

#PrabhuKiRail	O	O

5	O	O

.	O	O

#SLvBAN	O	O

6	O	O

.	O	O

Monaco	O	O

7	O	O

.	O	O

Shenwari	O	O

8	O	O

.	O	O

400th	O	O

ODI	O	O

		

RT	O	O

@BeingSalmanKhan	O	O

:	O	O

Three	O	O

cheers	O	O

for	O	O

@Abhinav_Bindra	O	O

,	O	O

Olympic	O	O

gold	O	O

medalist	O	O

&	O	O

India's	B-PLACE	O

Goodwill	O	O

Ambassador	O	O

#RioOlympics2016	O	O

#MakeIndiaProud	O	O

h	O	O

		

@sureshpprabhu	O	O

great	O	O

respite	O	O

for	O	O

ppl	O	O

of	O	O

N-Bihar	B-PLACE	O

with	O	O

patna-sonepur	B-PLACE	O

rlybridge	O	O

.	O	O

Introduce	O	O

High	O	O

speed	O	O

Stabadi	O	O

on	O	O

this	O	O

route	O	O

.	O	O

		

Surya	O	O

Chandrama	O	O

Sab	O	O

Bhakt	O	O

Hain	O	O

Jinke	O	O

Sarp	O	O

Sushobhit	O	O

,	O	O

Bhole	B-PERSON	B-PERSON

Mann	O	I-PERSON

ke	O	O

...	O	O

MahaShivRatri	O	O

ad	O	O

#Mahadev	O	O

@Mohit_FC	O	O

Cool	O	O

line	O	O

for	O	O

our	O	O

#Mahadev	O	O

		

RT	O	O

@markets	O	O

:	O	O

Bonds	O	O

buy	O	O

time	O	O

for	O	O

Arab	O	O

oil	O	O

states	O	O

in	O	O

for	O	O

$900	O	O

billion	O	O

shortfall	O	O

https://t.co/YEu9q0GJTA	O	O

via	O	O

@LyubovEmWorld	O	O

https://t.co/1YjDw	O	O

		

@only_fo_r_you	O	O

Haha	O	O

,	O	O

arre	O	O

dono	O	O

ki	O	O

jagah	O	O

likha	O	O

h	O	O

bhai	O	O

:D	O	O

:D	O	O

		

@iamserious498	O	O

tum	O	O

bhosdiko	O	O

ko	O	O

tumhare	O	O

baap	O	O

ka	O	O

pramaan	O	O

patra	O	O

b	O	O

chahye	O	O

.	O	O

Bc	O	O

sirf	O	O

bhokna	O	O

jante	O	O

h	O	O

or	O	O

kuch	O	O

nhi	O	O

		

@gurmeetramrahim	O	O

nain	O	O

milake	O	O

dil	O	O

chura	O	O

ke	O	O

chal	O	O

deye	O	O

more	O	O

sanam	O	O

,	O	O

humne	O	O

kha	O	O

o	O	O

sun	O	O

lo	O	O

jra	O	O

chlenge	O	O

sath	O	O

tore	O	O

hum	O	O

,	O	O

#blockbustermsg	O	O

#mustwatchmsg	O	O

		

@ImRaina	O	O

U	O	O

know	O	O

,	O	O

aaj	O	O

mera	O	O

Mahashivratri	O	O

ka	O	O

Upwas	O	O

(	O	O

fast	O	O

)	O	O

hai	O	O

.	O	O

iss	O	O

din	O	O

god	O	O

shivji	B-PERSON	O

se	O	O

ye	O	O

mangugi	O	O

ki	O	O

aap	O	O

sirf	O	O

mere	O	O

Jeevansathi	O	O

bane	O	O

.	O	O

		

RT	O	O

@TheJaggi	O	O

:	O	O

A	O	O

2014	O	O

article	O	O

by	O	O

Madhu	B-PERSON	O

Kishwar	I-PERSON	O

on	O	O

Col	O	O

Purohit	B-PERSON	O

-	O	O

possibly	O	O

wrongly	O	O

accused	O	O

in	O	O

Malagaon	B-PLACE	O

blasts	O	O

https://t.co/IPjvXgWZZX	O	O

		

RT	O	O

@pankajshuklabjp	O	O

:	O	O

#1YearofGujCM	O	O

@anandibenpatel	O	O

propelled	O	O

young	O	O

citizens	O	O

schol	O	O

chldrn	O	O

2	O	O

spread	O	O

msg	O	O

4	O	O

mass	O	O

awareness	O	O

of	O	O

Swachhta	O	B-PERSON

Abhiyan	O	I-PERSON

		

People	O	O

need	O	O

help	O	O

here	O	O

.	O	O

Where	O	O

is	O	O

law	O	O

where	O	O

is	O	O

media	O	O

...	O	O

why	O	O

no	O	O

cabdle	O	O

march	O	O

here	O	O

...	O	O

only	O	O

for	O	O

Delhi	B-PLACE	O

and	O	O

kejriwal	B-PERSON	O

???	O	O

https://t.co/GwTkCoDAwC	O	O

		

@MaryaamShakeel	O	O

Aaj	O	O

to	O	O

#kohli	O	O

tum	O	O

logo	O	O

ko	O	O

akele	O	O

pela	O	O

hai	O	O

,	O	O

socho	O	O

zara	O	O

jb	O	O

125	O	O

crore	O	O

log	O	O

pelenge	O	O

tab	O	O

